"start_year","N_data","N_years","slope","slope_se","p_value","intercept","intercept_se","intercept_p_value","r_square","adj_r_square","site","trmt","taxa","trophic_class","trophic_level"
2003,120,4,0.141018249271532,0.0561607008124466,0.0133927753800374,-282.865549234918,112.574142289368,0.0133307831198139,0.0507220708559655,0.0426773426428806,"konza","control","grass","producer","Primary"
2004,120,4,0.0408001575551127,0.0585090701196063,0.486967650594896,-81.7057200307404,117.33995835881,0.487600118649158,0.00410401804166939,-0.00433577841560462,"konza","control","grass","producer","Primary"
2005,120,4,0.514739945045586,0.0583360640174541,0.000000000000011929317382571,-1032.59218082284,117.051330621984,0.0000000000000120581727076729,0.39752173165722,0.392415983620417,"konza","control","grass","producer","Primary"
2006,120,4,0.275995432236262,0.0658768756172973,0.0000542025439857452,-553.483011619362,132.247848311335,0.0000551178612034118,0.129488268371493,0.122111050306845,"konza","control","grass","producer","Primary"
2007,120,4,0.096323649798918,0.0689843890129135,0.165242070978399,-192.688605249162,138.555166798825,0.166933692391613,0.0162541816097023,0.00791735264029314,"konza","control","grass","producer","Primary"
2008,120,4,-0.152519681930191,0.0691858793562204,0.0294296092982735,307.267393611788,139.029046084698,0.0290278375996726,0.0395555209425084,0.0314161609504958,"konza","control","grass","producer","Primary"
2009,120,4,-0.407065308545981,0.0588873685409912,0.000000000259826725605986,818.826017369226,118.393072757857,0.000000000255230410271874,0.288231123603014,0.282199183972531,"konza","control","grass","producer","Primary"
2010,120,4,-0.0860886790745097,0.0736873408307616,0.245042086051788,173.606324392395,148.222108976719,0.243854791733402,0.011434827524011,0.00305715657082473,"konza","control","grass","producer","Primary"
2011,120,4,-0.125545900978235,0.0715280292025679,0.0818205750221688,252.791624884162,143.950180983839,0.0816649917312474,0.025443541095285,0.0171845880537197,"konza","control","grass","producer","Primary"
2012,120,4,0.394531123351121,0.0789250677637974,0.00000202546701756402,-794.051193878143,158.915648441122,0.00000204393796689865,0.174756293485845,0.167762702752675,"konza","control","grass","producer","Primary"
2013,120,4,0.120534728377359,0.0816347089760418,0.142469911843589,-242.194312430401,164.453146559459,0.143487487564475,0.0181402037049471,0.00981935797363309,"konza","control","grass","producer","Primary"
2014,105,4,0.238178794225159,0.0896015190809871,0.00910920613227296,-479.491003273347,180.572684973736,0.00918043647865424,0.0641980947928025,0.0551126394024414,"konza","control","grass","producer","Primary"
2015,91,4,-0.361226487750118,0.0806247136549611,0.0000220716577732001,729.061283923089,162.55450773959,0.0000216802814569827,0.184036350169744,0.174868219272775,"konza","control","grass","producer","Primary"
2016,77,4,0.112649022451419,0.0831197833715996,0.1794020201454,-226.582623683706,167.672061965396,0.180647487318473,0.0239043620493768,0.0108897535433684,"konza","control","grass","producer","Primary"
2017,63,4,0.180392339115608,0.106923389170981,0.0966886076820708,-363.514104914447,215.827439508109,0.0972380804088837,0.044581488447372,0.0289188898973288,"konza","control","grass","producer","Primary"
1991,114,5,-0.129296791908665,0.0518600640480044,0.0141223276695854,257.843653037941,103.381693983708,0.0140882006209723,0.0525815307625633,0.0441224372872291,"konza","control","grass","producer","Primary"
1992,132,5,-0.371571631853709,0.0405817132087385,9.85644822151702e-16,740.96148341303,80.9310206956507,9.89343771182523e-16,0.392054059636432,0.387377552402866,"konza","control","grass","producer","Primary"
1993,150,5,-0.357251972972311,0.028759363492491,1.0124607888785e-24,712.381125054776,57.3749445832385,1.04948773380983e-24,0.510434385691557,0.507126509919203,"konza","control","grass","producer","Primary"
1994,150,5,-0.256335560843672,0.0246830523520549,2.55989195867598e-19,511.033983486727,49.2673848609588,2.76003779886113e-19,0.421535966421794,0.417627425654373,"konza","control","grass","producer","Primary"
1995,150,5,-0.0442505618273359,0.0305860778803717,0.150080187119879,87.7249158930173,61.0804128431133,0.153050100838928,0.0139453452363783,0.00728281378527262,"konza","control","grass","producer","Primary"
1996,150,5,-0.0943331890282897,0.0322536536980167,0.00399067705617705,187.555065784328,64.4428162316051,0.00416759387681976,0.0546395256697022,0.0482519548972001,"konza","control","grass","producer","Primary"
1997,150,5,0.00272962161977797,0.0336101904396544,0.935381404246248,-6.38709133749365,67.1867875023689,0.924392032678226,0.0000445637657292432,-0.00671189188450239,"konza","control","grass","producer","Primary"
1998,150,5,-0.0822779090012635,0.0331754387428261,0.0142557981076346,163.613115267897,66.3508940733696,0.0148100279114481,0.0399013231821455,0.0334141699604031,"konza","control","grass","producer","Primary"
1999,150,5,-0.057044032743011,0.0338071161146528,0.0936448278729898,113.23650579183,67.6480562405288,0.0962611355638132,0.0188741410972322,0.0122449123208621,"konza","control","grass","producer","Primary"
2000,150,5,0.42040318247921,0.0341409935075042,1.96541536817639e-24,-842.391326540559,68.3502860554647,1.83873366820289e-24,0.506054331224037,0.502716860489065,"konza","control","grass","producer","Primary"
2001,150,5,0.201851304555407,0.0386812320151965,0.00000059977630288428,-404.852352335851,77.4785270380846,0.000000580877292966864,0.155400263582565,0.149693508606771,"konza","control","grass","producer","Primary"
2002,150,5,0.259008975812804,0.0377718914309958,0.000000000177674743161306,-519.436955950168,75.6948892759626,0.000000000172966660569541,0.241107495442983,0.235979843385165,"konza","control","grass","producer","Primary"
2003,150,5,0.202186859791236,0.0402128831798545,0.00000141415381936371,-405.447444716406,80.6268508319069,0.00000140926783468512,0.14589057294438,0.140119563302112,"konza","control","grass","producer","Primary"
2004,150,5,0.196146508191961,0.0480231916355047,0.000072114497482581,-393.175153057623,96.334546360596,0.0000729730101545034,0.101300566678359,0.0952282732099695,"konza","control","grass","producer","Primary"
2005,150,5,0.369833686225405,0.0434073539584329,0.0000000000000168071558420695,-741.910225629563,87.1185810225512,0.0000000000000171984262190124,0.329076869026713,0.324543604628244,"konza","control","grass","producer","Primary"
2006,150,5,0.192893159025543,0.045862152916851,0.0000448510096584988,-386.696749285451,92.0912258967514,0.0000460837255587777,0.106764975235768,0.10072960344682,"konza","control","grass","producer","Primary"
2007,150,5,-0.0132253074802244,0.0487211870184796,0.78642413882036,27.2857009673556,97.8808889715843,0.780814812489018,0.000497620142848208,-0.00625577431564617,"konza","control","grass","producer","Primary"
2008,150,5,-0.318835365389197,0.0470475509120985,0.000000000271817367638653,641.395601680932,94.5656007400569,0.000000000263798042674656,0.23682242282931,0.231665817578156,"konza","control","grass","producer","Primary"
2009,150,5,-0.11442254866035,0.0505539106409408,0.0250667338210764,230.614069999106,101.663939437621,0.0247516325891961,0.033455971673781,0.0269252687796849,"konza","control","grass","producer","Primary"
2010,150,5,-0.207132279289663,0.0491039653204201,0.0000427219111998411,417.025004425067,98.7972026302313,0.0000422543578350968,0.107323499762818,0.101291901788243,"konza","control","grass","producer","Primary"
2011,150,5,0.170608217530598,0.0567239044956695,0.00309420503577082,-343.070461555608,114.185247928569,0.00312490090745784,0.0576023417904835,0.0512347900458245,"konza","control","grass","producer","Primary"
2012,150,5,0.271603911156804,0.0541225900145472,0.0000014758718212372,-546.598715730983,109.002923162478,0.00000150085604855849,0.145414782242139,0.139640557797829,"konza","control","grass","producer","Primary"
2013,135,5,0.031583236809799,0.0641349216465831,0.623213260266929,-63.0460084133339,129.217642422409,0.626420079207296,0.00182004171093185,-0.00568507075740698,"konza","control","grass","producer","Primary"
2014,121,5,0.0849377128999855,0.0656173584962152,0.1980198248886,-170.726355043261,132.261304912601,0.199266120652143,0.0138849482348774,0.00559826712760747,"konza","control","grass","producer","Primary"
2015,107,5,-0.0888743076832847,0.0631218525545836,0.162090843699126,180.060993699152,127.292031030582,0.160158956698919,0.0185302219200808,0.00918289070027212,"konza","control","grass","producer","Primary"
2016,93,5,0.0437087902737483,0.0617101971754705,0.480574818001442,-87.5483005128093,124.513296100264,0.483773410839237,0.00548270216202199,-0.00544605935268105,"konza","control","grass","producer","Primary"
1991,144,6,-0.214995543769276,0.0365860329864397,0.0000000285506250224428,428.626982370828,72.9525711810282,0.0000000286920668780983,0.195615629881208,0.189950951218399,"konza","control","grass","producer","Primary"
1992,162,6,-0.373117857158662,0.0279326370621471,8.08922389780798e-28,744.044141262673,55.7194209738085,8.31664879670658e-28,0.527228855348015,0.52427403569394,"konza","control","grass","producer","Primary"
1993,180,6,-0.29326855205862,0.0213691839612605,1.04577010097604e-29,584.776855945907,42.642222211527,1.12079205263645e-29,0.514119790612131,0.511390126514446,"konza","control","grass","producer","Primary"
1994,180,6,-0.09945037173373,0.0231420623193052,0.000028398147083543,197.995736149357,46.2031443244921,0.0000298298882602545,0.0939978519422509,0.0889079522340613,"konza","control","grass","producer","Primary"
1995,180,6,-0.15924813653983,0.024236511041347,0.000000000534231114133097,317.29840754406,48.4124484996615,0.000000000584088221187981,0.195198794610563,0.190677439524105,"konza","control","grass","producer","Primary"
1996,180,6,-0.029571801557727,0.0245226720518287,0.229457915613933,58.204987876457,49.0085779901124,0.236554113675235,0.00810338349339831,0.00253093059167597,"konza","control","grass","producer","Primary"
1997,180,6,-0.0279245171399706,0.0240735038710239,0.247614957007817,54.8700959507372,48.1349885480952,0.255850679345283,0.00750243394884402,0.00192660492608476,"konza","control","grass","producer","Primary"
1998,180,6,-0.0251924086293936,0.0241583999396692,0.298454582160461,49.4801715244052,48.3288966904023,0.307308900253597,0.00607208630995607,0.000488221626304242,"konza","control","grass","producer","Primary"
1999,180,6,0.174294832677092,0.0326990268640498,0.000000294267970764319,-349.518338003516,65.447126093563,0.000000280359481311037,0.137646369505878,0.132801686188495,"konza","control","grass","producer","Primary"
2000,180,6,0.263486670213054,0.02798605602995,2.45727479290203e-17,-528.349079991892,56.042097580994,2.26543202143435e-17,0.332435365150648,0.328685002033517,"konza","control","grass","producer","Primary"
2001,180,6,0.200769032989889,0.0279096352373489,0.0000000000169046785285242,-402.685283904496,55.9169745132489,0.0000000000161588606770406,0.225234697189312,0.220882083128578,"konza","control","grass","producer","Primary"
2002,180,6,0.268989204315113,0.0289397757297552,5.26354210567849e-17,-539.430680383126,58.0098015048375,5.12661613883301e-17,0.326760202477721,0.322977956424226,"konza","control","grass","producer","Primary"
2003,180,6,0.267038052464404,0.0342005332902622,0.000000000000480388927394119,-535.430851897657,68.5891943831141,0.00000000000048513529975761,0.255121029567322,0.250936316250284,"konza","control","grass","producer","Primary"
2004,180,6,0.183668733849971,0.0357791390237383,0.000000740607920922745,-368.153056243818,71.7908684555674,0.000000758891889561175,0.128953214620481,0.124059693354304,"konza","control","grass","producer","Primary"
2005,180,6,0.283663989935124,0.0332570494607475,6.22062915905401e-15,-569.025091639165,66.7635509517808,6.47165083769432e-15,0.290133397513636,0.286145382892926,"konza","control","grass","producer","Primary"
2006,180,6,0.087052615475419,0.0356537260760958,0.0155999211724082,-174.239498199169,71.6105347113206,0.0159568175120852,0.0324061110066069,0.0269701902819249,"konza","control","grass","producer","Primary"
2007,180,6,-0.171820616936827,0.0370468096347926,0.00000679413394390275,345.797947459366,74.4455908467031,0.00000659071803967163,0.107816029584463,0.102803760087746,"konza","control","grass","producer","Primary"
2008,180,6,-0.135013377801396,0.0398410288098619,0.000864360347822469,272.035954621177,80.1004173212524,0.000842765699718706,0.0606066127724305,0.0553291218329499,"konza","control","grass","producer","Primary"
2009,180,6,-0.192786871789694,0.0364746021515605,0.000000363727580800864,388.152480930131,73.3686886718702,0.000000355361659980556,0.13565637743164,0.130800514383504,"konza","control","grass","producer","Primary"
2010,180,6,0.0277167705913557,0.042858864094503,0.518659993933617,-55.3347179022874,86.2534950473296,0.52199976295941,0.00234403850266777,-0.0032607702697891,"konza","control","grass","producer","Primary"
2011,180,6,0.146781039054826,0.0411873339433315,0.000469409474758362,-295.12223606953,82.9307267259639,0.000477965072884063,0.0665980130525218,0.0613541816651765,"konza","control","grass","producer","Primary"
2012,165,6,0.182107252460206,0.0458265580591667,0.000106000236536172,-366.412109555163,92.3072152270958,0.00010777986532764,0.0883229234485583,0.0827298125494698,"konza","control","grass","producer","Primary"
2013,151,6,-0.017206560345878,0.0497761501040168,0.730071680661865,35.228419905789,100.304907273224,0.725924438648919,0.000801329435651365,-0.00590470191041814,"konza","control","grass","producer","Primary"
2014,137,6,0.14868176356931,0.0496515130480281,0.00327079369308957,-299.178153384394,100.099295914253,0.00332843512392669,0.0622855458158723,0.055339512821916,"konza","control","grass","producer","Primary"
2015,123,6,-0.0833426817445154,0.0482530605337044,0.0866834964094793,168.90912913612,97.3288132459822,0.0852073141116844,0.0240614781241097,0.0159958705053006,"konza","control","grass","producer","Primary"
1991,174,7,-0.262554980576312,0.0267760921395063,2.61189461956434e-18,523.423508690985,53.4053990109227,2.68981749275992e-18,0.358566295395278,0.354837029670832,"konza","control","grass","producer","Primary"
1992,192,7,-0.313447874377617,0.0212020507098928,2.03216992098244e-33,625.0615097354,42.3040725844253,2.15357242407095e-33,0.534954454472709,0.532506846338355,"konza","control","grass","producer","Primary"
1993,210,7,-0.166371412422552,0.0201563462780351,0.0000000000000175011084600202,331.659361418499,40.2320873676929,0.0000000000000186860898219022,0.24672964198199,0.243108149876134,"konza","control","grass","producer","Primary"
1994,210,7,-0.171898600291533,0.0187607589498631,4.94142032986518e-17,342.578250941213,37.4652544118144,5.59335254128129e-17,0.287560169385542,0.284134977892203,"konza","control","grass","producer","Primary"
1995,210,7,-0.0944483590590383,0.0197053760979783,0.00000312397283499786,187.914851840745,39.3713611688569,0.00000341915280765046,0.0994621851985127,0.0951326764735055,"konza","control","grass","producer","Primary"
1996,210,7,-0.0444870498331407,0.0185083766609456,0.017111086298189,88.0006821813085,36.9982634628611,0.0182878516179295,0.0270251936447048,0.0223474301526121,"konza","control","grass","producer","Primary"
1997,210,7,0.00130126017358356,0.0183364156435853,0.943493083072728,-3.54249097328632,36.6728496235816,0.923139367268824,0.0000242117140530773,-0.00478336419116787,"konza","control","grass","producer","Primary"
1998,210,7,0.140348834407279,0.0244697270275991,0.0000000339297225258266,-281.547134134595,48.963948239718,0.0000000315153403105813,0.136561273927921,0.13241012620642,"konza","control","grass","producer","Primary"
1999,210,7,0.118134535927993,0.0249240714786215,0.00000396368725301687,-237.160304307485,49.8980159993662,0.00000373848344783352,0.0974787363898375,0.0931396918532502,"konza","control","grass","producer","Primary"
2000,210,7,0.247266125124487,0.0213872007822333,3.36513585321623e-24,-495.880955572942,42.8385845219759,3.04363820510917e-24,0.391218544353236,0.388291710431857,"konza","control","grass","producer","Primary"
2001,210,7,0.222814190072313,0.0224835249403841,3.29287413724223e-19,-446.834385154897,45.0570064191716,3.14023938769245e-19,0.320728196968102,0.317462467145833,"konza","control","grass","producer","Primary"
2002,210,7,0.300927012688963,0.0255723762750443,7.77721002995902e-25,-603.423402428197,51.2726399400623,7.70797892979196e-25,0.399672948458292,0.396786760710495,"konza","control","grass","producer","Primary"
2003,210,7,0.239956835639803,0.027009155023003,3.07034966186335e-16,-481.142039236606,54.1803919045073,3.14952416452645e-16,0.275085504615661,0.271600338772467,"konza","control","grass","producer","Primary"
2004,210,7,0.165582699726119,0.0277546312707669,0.0000000103329077020354,-331.878500469412,55.7035726182512,0.0000000107746519957901,0.146115069416184,0.142009853403762,"konza","control","grass","producer","Primary"
2005,210,7,0.181590874545212,0.0278490926589918,0.000000000521662923077569,-364.198373423407,55.9210057973888,0.000000000544673624578802,0.169718104689154,0.165726364807852,"konza","control","grass","producer","Primary"
2006,210,7,-0.0569633473558499,0.029600216902335,0.0556660542593657,114.896549845075,59.4668652243964,0.0547042902558992,0.0174933656388045,0.0127697760505295,"konza","control","grass","producer","Primary"
2007,210,7,-0.0707078133590522,0.0310983172316424,0.0240057755941092,142.696029339476,62.5076485791927,0.023449599841809,0.0242513358063189,0.0195602364592339,"konza","control","grass","producer","Primary"
2008,210,7,-0.18863891286299,0.0301584803807286,0.0000000022267487536888,379.805404916626,60.6487340391537,0.00000000213893875314435,0.158317407914319,0.15427085699083,"konza","control","grass","producer","Primary"
2009,210,7,-0.0202364362538144,0.0331496956590411,0.542226092928741,41.2110718793217,66.6972206179663,0.53732845380964,0.00178841476380819,-0.00301067939598121,"konza","control","grass","producer","Primary"
2010,210,7,0.0455692484693319,0.032747733004469,0.165553053950824,-91.2479525668162,65.9212190742355,0.16778146531436,0.00922345498566589,0.00446010621155857,"konza","control","grass","producer","Primary"
2011,195,7,0.102580194522693,0.03551551473105,0.00431545060451168,-206.160669641191,71.5200821917789,0.00439182514212918,0.0414338774378197,0.0364672135903472,"konza","control","grass","producer","Primary"
2012,181,7,0.112946398741775,0.0381404888308805,0.0034788080306281,-227.150826617786,76.8379457923373,0.00353401283891163,0.0467032750602164,0.0413775950326197,"konza","control","grass","producer","Primary"
2013,167,7,0.0554109236359681,0.0400910871039033,0.16880127053247,-111.057147083839,80.8032616758201,0.171177007676211,0.0114449012471281,0.00545365822438337,"konza","control","grass","producer","Primary"
2014,153,7,0.0935637241254088,0.0398033019850233,0.0200333970224509,-188.096017666453,80.2614458784139,0.020405310691005,0.0353013661330247,0.0289126334584089,"konza","control","grass","producer","Primary"
1991,204,8,-0.241970825776796,0.0203464822337623,4.56004879899091e-25,482.387059964779,40.591852224875,4.84732156099851e-25,0.411819328175621,0.40890754267154,"konza","control","grass","producer","Primary"
1992,222,8,-0.196508196040198,0.0198081078492167,2.07805649665611e-19,391.842518302938,39.5327232697721,2.20765918005017e-19,0.309084687882412,0.305944163736423,"konza","control","grass","producer","Primary"
1993,240,8,-0.20784869225874,0.0162738740544886,8.48642550432122e-29,414.406534691693,32.4908109466836,9.68623988217308e-29,0.406664392128123,0.404171385372358,"konza","control","grass","producer","Primary"
1994,240,8,-0.118687559194954,0.0158884794193934,0.00000000000151610443654728,236.369012912441,31.7372585199602,0.00000000000173956668762784,0.189929202694708,0.186525543882501,"konza","control","grass","producer","Primary"
1995,240,8,-0.09163209493962,0.01540951945999,0.00000000970503460184141,182.290772394267,30.7959448809578,0.0000000112090840927843,0.129354474393078,0.125696299915737,"konza","control","grass","producer","Primary"
1996,240,8,-0.0180753268796628,0.0147227554057229,0.22076736304939,35.2300597202596,29.4381687621852,0.232595657390826,0.00629325610716901,0.00211801768745123,"konza","control","grass","producer","Primary"
1997,240,8,0.124168078356998,0.0190212335610986,0.000000000398767589079637,-249.153260521932,38.0520026980988,0.000000000356375735100901,0.151856962160963,0.148293335951555,"konza","control","grass","producer","Primary"
1998,240,8,0.104212158773503,0.0193352195396558,0.00000016959720842653,-209.273782867042,38.6994672670695,0.000000155172340199167,0.108779437968157,0.105034813757939,"konza","control","grass","producer","Primary"
1999,240,8,0.13781903070027,0.0196570092140358,0.0000000000242431070475114,-276.548978346813,39.3631867187134,0.0000000000222617464010701,0.171184489696284,0.167702071585764,"konza","control","grass","producer","Primary"
2000,240,8,0.254079671269827,0.017787964953292,7.64292185064813e-34,-509.521674955915,35.6382110898316,6.89827503415536e-34,0.461571159537899,0.459308853485537,"konza","control","grass","producer","Primary"
2001,240,8,0.257915821972645,0.0204973172356198,3.57853961472762e-28,-517.142953851264,41.0868992411247,3.48034816583508e-28,0.399489612652471,0.396966459764456,"konza","control","grass","producer","Primary"
2002,240,8,0.272332963997725,0.0210946734816468,2.95826687039782e-29,-546.120928850957,42.3053952782629,2.98142142245816e-29,0.411864995153718,0.409393839671171,"konza","control","grass","producer","Primary"
2003,240,8,0.213381453145737,0.0218934626081385,4.20989771753509e-19,-427.858397336006,43.9292613653034,4.41131185255846e-19,0.285266892796499,0.282263812514131,"konza","control","grass","producer","Primary"
2004,240,8,0.112432785580404,0.0230460093622139,0.00000195632143294595,-225.259772693108,46.2648939295161,0.00000204574789699517,0.0909124242558186,0.0870927285594145,"konza","control","grass","producer","Primary"
2005,240,8,0.0485699569942788,0.0248614798006986,0.0519174225060834,-97.2253918986836,49.9343146722914,0.0527032003414582,0.015783208754922,0.0116478440858251,"konza","control","grass","producer","Primary"
2006,240,8,-0.00384389336891808,0.02494477769213,0.877664536544913,8.23268623931601,50.1265633575656,0.869683186228398,0.0000997615303226838,-0.00410149997585241,"konza","control","grass","producer","Primary"
2007,240,8,-0.126706688283183,0.024732053898958,0.000000620916973553871,255.197769062054,49.7238266551362,0.000000594408161543965,0.0993273253791829,0.095542986410188,"konza","control","grass","producer","Primary"
2008,240,8,-0.0553547872078189,0.0276745461486702,0.0466143799072194,111.904312349733,55.667385693218,0.0455351418044345,0.0165322709075463,0.0124000535584183,"konza","control","grass","producer","Primary"
