"start_year","N_data","N_years","slope","slope_se","p_value","intercept","intercept_se","intercept_p_value","r_square","adj_r_square","site","trmt","taxa","trophic_class","trophic_level"
2000,32,4,0.0933742722424381,0.0928577321950514,0.322668206019117,-187.233147947275,185.854779984687,0.321791609713738,0.0326062124082387,0.000359752821846526,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,32,4,0.155787402356781,0.0992099248978361,0.12683854426203,-312.186999024786,198.66790557231,0.126578058829266,0.0759501403260891,0.0451484783369586,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,32,4,0.361099903907453,0.162989251403846,0.0344605748881665,-723.341652224119,326.549016032762,0.0344888421979162,0.140607119792436,0.111960690452184,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,32,4,0.266132444038198,0.18957685361055,0.170639071909423,-533.191608129747,380.006862172113,0.170849624828922,0.061641415003868,0.0303627955039968,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,32,4,0.0843142231868412,0.226583154266554,0.712425461494714,-168.641745658754,454.412586494619,0.713155938730009,0.00459436284059466,-0.0285858250647189,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,32,4,0.210936030046273,0.26239234004897,0.427781668893541,-422.412254531614,526.490312040229,0.428679756348736,0.0210873457433466,-0.0115430760652087,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,32,4,-0.00406663210726999,0.242680356359986,0.986741302288029,8.77224968320981,487.180890946949,0.985753174672443,0.00000935998607617384,-0.0333236613477212,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,32,4,-0.412259781688997,0.213509360127924,0.0629969646620384,828.44743834046,428.833616256239,0.0628699027857188,0.110538597979083,0.0808898845783861,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,32,4,-0.587988653819727,0.160636697145701,0.000962017792179006,1181.79454671225,322.799492875933,0.000960166558979027,0.308728025249487,0.285685626091136,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,32,4,-0.107021843347006,0.0716960527496971,0.145954534401833,214.913894336752,144.144936341269,0.146413587797556,0.0691382365931242,0.0381095111462282,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,32,4,-0.0570855421316302,0.0618752915142002,0.363581661847891,114.442561156366,124.462168106294,0.365170440374228,0.0275896419961622,-0.0048240366039658,"sbcoastal","reef_carp","kelp","producer","Primary"
2011,32,4,-0.0681820086133434,0.0553970817572108,0.227965437865462,136.807902532273,111.486644240448,0.229319238595708,0.0480674128160732,0.0163363265766089,"sbcoastal","reef_carp","kelp","producer","Primary"
2012,32,4,0.00663208890496597,0.0438400409855722,0.880768127017612,-13.7874861566512,88.2719361326064,0.876926989161345,0.00076226564568505,-0.0325456588327921,"sbcoastal","reef_carp","kelp","producer","Primary"
2013,32,4,0.393400890761223,0.0856413405295142,0.0000732129738037566,-792.653668307652,172.524507066989,0.0000730374552735318,0.412927745868394,0.393358670730674,"sbcoastal","reef_carp","kelp","producer","Primary"
2014,32,4,0.55692110500832,0.104982646897439,0.00000984768543925679,-1122.23763397541,211.592557376563,0.0000098788822326526,0.484020357597291,0.466821036183867,"sbcoastal","reef_carp","kelp","producer","Primary"
2015,32,4,-0.000882380441180474,0.146214136415117,0.995224867843841,2.01412908732429,294.840851399123,0.994594725367887,0.00000121397917553071,-0.0333320788881855,"sbcoastal","reef_carp","kelp","producer","Primary"
2016,32,4,-0.52826564309393,0.11238879547286,0.000054230598083264,1065.98002079676,226.744429683344,0.0000540935174035411,0.424109139069358,0.404912777038337,"sbcoastal","reef_carp","kelp","producer","Primary"
2017,32,4,-0.437993152137761,0.0984366340337571,0.000109655297469297,883.994421724353,198.694376276649,0.000109801935526685,0.397566063251414,0.377484932026461,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,40,5,0.123198543001051,0.0640209077979252,0.0618232657579025,-246.91151373526,128.169889389918,0.0615534552395547,0.0887971375419791,0.0648181148457154,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,40,5,0.301587356463737,0.103365153840047,0.0058929025784146,-604.078507146912,207.040454746777,0.00589298570345969,0.183022488443711,0.161523080244861,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,40,5,0.231243432165456,0.127631246656366,0.0779243983689082,-463.239139324899,255.773081987597,0.0780309036036262,0.079516490936141,0.0552932406976183,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,40,5,0.177388165623624,0.146606042206961,0.23376565302285,-355.34807418694,293.945187745168,0.23417271063385,0.0370974687647493,0.0117579284690847,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,40,5,0.264042970196986,0.167102891201922,0.1223679854235,-528.997883414094,335.208483052586,0.122828420058163,0.061653925805995,0.0369606080640474,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,40,5,-0.0594846646993356,0.171953651594104,0.73130009526884,120.051659128077,345.111064426313,0.729862086446574,0.0031393381059426,-0.023093837207059,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,40,5,-0.196491058326877,0.156777972006023,0.217750586079602,394.96807310596,314.810245864765,0.217277888103011,0.0396954639832366,0.0144242919827953,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,40,5,-0.346222087176479,0.137198818729651,0.0159212628270756,695.843747759323,275.632495119955,0.0158815836309402,0.143528491290491,0.120989767377082,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,40,5,-0.4161869112491,0.106545627348934,0.000372637994084135,836.644845887863,214.156763979125,0.000372080188837503,0.286495918426904,0.267719495227612,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,40,5,-0.106769410871664,0.0451924317398,0.0233724177925165,214.406505061313,90.8820027013513,0.0235579492414108,0.128073313262959,0.1051278741383,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,40,5,-0.04300836802237,0.0398178111354727,0.286892758959707,86.1333640226435,80.1134557947332,0.289090390571251,0.0297875250009621,0.00425561776414529,"sbcoastal","reef_carp","kelp","producer","Primary"
2011,40,5,-0.0280801521377262,0.0387885971656494,0.473543370987442,56.1229673033308,78.0814653634996,0.476676704329316,0.0136037481587726,-0.0123540479423123,"sbcoastal","reef_carp","kelp","producer","Primary"
2012,40,5,0.243108883584321,0.0622814276217559,0.000375713721913979,-489.815273846193,125.434826154457,0.000374008047182363,0.286203696160401,0.267419582901464,"sbcoastal","reef_carp","kelp","producer","Primary"
2013,40,5,0.429794017955039,0.0692034070456016,0.000000292803829499567,-865.949426475996,139.444899541006,0.00000029337232747374,0.503731375661432,0.490671675020944,"sbcoastal","reef_carp","kelp","producer","Primary"
2014,40,5,0.137987560554447,0.0949493536290408,0.154356376863251,-278.086541900857,191.417944014034,0.154495525879628,0.0526527950147602,0.0277226054098854,"sbcoastal","reef_carp","kelp","producer","Primary"
2015,40,5,-0.147648542348881,0.0951273922804718,0.128924722802912,297.894711493248,191.871997392518,0.12881570004674,0.0596167675255747,0.0348698403551949,"sbcoastal","reef_carp","kelp","producer","Primary"
2016,40,5,-0.390985559043986,0.074375799313092,0.00000593582610683708,789.086091268019,150.090399870009,0.00000592625980985591,0.421039858582056,0.405804065386846,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,48,6,0.236652470036113,0.072479821445493,0.00206998522391698,-473.970639708097,145.14089522848,0.00206697369873001,0.188150560843966,0.170501659992748,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,48,6,0.225836318774851,0.0879765257178289,0.0135760708341875,-452.399679347867,176.261033313143,0.0135883846864476,0.125301055230907,0.106285860779405,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,48,6,0.177822950976336,0.105468430558726,0.0985623823227844,-356.22010867603,211.411545786371,0.098769967279505,0.0582010764685269,0.0377271868265383,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,48,6,0.279173287077806,0.116874802408067,0.0210697036136794,-559.359385954941,234.392501216858,0.021183394163602,0.110348859541591,0.0910086173577128,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,48,6,0.0557119196214298,0.12107551093948,0.64758207153235,-111.224683326579,242.938100698284,0.649228958725293,0.00458175003623935,-0.0170577771368858,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,48,6,-0.181096959830067,0.120644043491857,0.140167109909178,364.046460592036,242.193004950848,0.139641587937733,0.0466964564927083,0.0259724664164627,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,48,6,-0.210969483207263,0.109297172110488,0.0597562847944959,424.031097982522,219.523449542482,0.0595833095413785,0.0749272005726415,0.0548169223242206,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,48,6,-0.292582718666857,0.0956704909242379,0.00370435650352546,588.118016002499,192.249920942184,0.00369515503497551,0.168966961816418,0.150901026203731,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,48,6,-0.327673725794555,0.0747800238330747,0.0000675746662979079,658.792351914531,150.345292158715,0.0000675687240097207,0.294483699674705,0.279146388798068,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,48,6,-0.0825188954394287,0.0318386250639571,0.0127537724366335,165.654885537377,64.0434173990828,0.0129219068182052,0.127422054471729,0.108452968699375,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,48,6,-0.0215566535658933,0.0296676293600348,0.471149336640455,42.9868156791833,59.7061255853483,0.475183962395347,0.0113470515890247,-0.0101454038112139,"sbcoastal","reef_carp","kelp","producer","Primary"
2011,48,6,0.150749627216883,0.0491472492182581,0.00361248213610669,-303.742158684595,98.9580218972174,0.0035915353643871,0.169800413719428,0.151752596626372,"sbcoastal","reef_carp","kelp","producer","Primary"
2012,48,6,0.312044547916233,0.053351591468831,0.000000487660844060574,-628.60574470111,107.476819636144,0.000000487789353911711,0.426497181234882,0.414029728653032,"sbcoastal","reef_carp","kelp","producer","Primary"
2013,48,6,0.16687779678887,0.0654688335781595,0.0142048849678651,-336.348518306943,131.952481447341,0.0142032138584401,0.123763208717526,0.104714582820081,"sbcoastal","reef_carp","kelp","producer","Primary"
2014,48,6,-0.00652253823551137,0.0698679590111941,0.92602679993699,13.1494771938398,140.88878987459,0.926044889084721,0.00018942489188082,-0.0215455876104698,"sbcoastal","reef_carp","kelp","producer","Primary"
2015,48,6,-0.158339082526112,0.0655629686739589,0.0197644763244461,319.450404003938,132.273336691358,0.0197640443089753,0.112526909176658,0.0932340158978902,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,56,7,0.196072913376383,0.0647666760552341,0.00377627685867077,-392.743893794203,129.727716808289,0.00377548395294502,0.145096038683136,0.129264483843935,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,56,7,0.187122736230348,0.0771445548610966,0.0186549311654103,-374.869278038743,154.597764932192,0.0186922944683029,0.0982504887990174,0.0815514237767769,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,56,7,0.254053095728507,0.088388502300133,0.00578087266815832,-508.95990871113,177.219035279827,0.00581823560901426,0.132689955587373,0.11662865846862,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,56,7,0.119142419925812,0.0904439718915265,0.193298298269459,-238.550840937576,181.430697787831,0.194123160386577,0.0311345984347807,0.0131926465539433,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,56,7,-0.0642964478068059,0.0913183318279825,0.484401231133196,129.472098945319,183.275982978571,0.482956317958272,0.00909694209426154,-0.00925311453362254,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,56,7,-0.195804303114302,0.089080571899969,0.0322517236045739,393.559196115734,178.873877100785,0.0320905570707526,0.0821237623674707,0.0651260542631645,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,56,7,-0.204553107817418,0.0803691725681551,0.0138120225982019,411.149154991511,161.461747698535,0.0137680700185052,0.107111618604898,0.0905766485790632,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,56,7,-0.25709887772185,0.0701087714167961,0.000561497049466661,516.842807490962,140.918700307714,0.000560578904814054,0.199382474361439,0.184556223886651,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,56,7,-0.254259760489847,0.0562221514089397,0.0000338599902091121,511.254752973834,113.062802397985,0.0000339234850795011,0.274702571182049,0.26127113731505,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,56,7,-0.0565524777427727,0.0249710952858422,0.0275667641098668,113.445075021967,50.2418685372706,0.0280113093754106,0.086741705469032,0.0698295148295696,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,56,7,0.110934806307055,0.0377459073664469,0.00483609944053964,-223.54183776523,75.9825490307917,0.00479563910513916,0.137898778699474,0.121933941267982,"sbcoastal","reef_carp","kelp","producer","Primary"
2011,56,7,0.225541189557613,0.0438848738758727,0.00000390492585598745,-454.272643155704,88.384179565812,0.00000389980920020534,0.32846897054671,0.31603321074202,"sbcoastal","reef_carp","kelp","producer","Primary"
2012,56,7,0.144294749551292,0.0489447730880514,0.00471507104093588,-290.813567393572,98.6237663528317,0.00470716847129539,0.138637472779252,0.122686314867756,"sbcoastal","reef_carp","kelp","producer","Primary"
2013,56,7,0.0512726636377821,0.0520134229325803,0.328648092116536,-103.442710051884,104.859112232687,0.328291246225539,0.0176767153409023,-0.000514456597229263,"sbcoastal","reef_carp","kelp","producer","Primary"
2014,56,7,-0.0498219443967873,0.0516657045759679,0.339187447728002,100.426646879585,104.209777359962,0.33949378977296,0.0169288640699921,-0.0012761569657489,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,64,8,0.172576439263667,0.0590717958229583,0.00485444307169474,-345.703952620545,118.35042032756,0.00486058820252433,0.121003545105819,0.106826182930107,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,64,8,0.244346229870096,0.0674880348833472,0.000593039928382361,-489.487935799157,135.279854302833,0.000597305662248681,0.174529083116801,0.161215036070298,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,64,8,0.135166908243516,0.0711355089731267,0.062068357783402,-270.711988991207,142.66235635488,0.0624114148871845,0.0550293644854488,0.0397879026223109,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,64,8,0.0117069118584209,0.0719321383365639,0.871245052437411,-23.1426472624562,144.331929677375,0.873131989645553,0.000427033128564644,-0.0156951114983941,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,64,8,-0.101691161922085,0.0706494909858999,0.155074055131042,204.485895460569,141.828945535192,0.154397259997683,0.0323356356830345,0.0167281459359866,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,64,8,-0.194183828942967,0.0682973625040528,0.00604046370548652,390.306904453863,137.17534185029,0.00600537561353089,0.115345406291952,0.10107678381279,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,64,8,-0.196516700604347,0.0612741921910603,0.00212159245368674,395.012049307664,123.130569250087,0.00211588260236981,0.142295098754976,0.128461148734895,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,64,8,-0.215682426500771,0.0540315496212663,0.000176159235142973,433.637156987815,108.630501059575,0.000176119262763709,0.204458745409357,0.191627434851443,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,64,8,-0.195899021158977,0.0445180390960338,0.0000433413064440084,393.949666918787,89.5480937375283,0.0000435139094993219,0.23799114878389,0.225700683441695,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,64,8,0.0542732853088483,0.0316047941662294,0.0909255978616085,-109.425534474843,63.604689483168,0.0903475793492688,0.0454040095874752,0.0300073000646927,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,64,8,0.17795375944097,0.0352627214618495,0.00000420368730821515,-358.383971470668,71.00153563543,0.00000418752063184072,0.291163563199132,0.279730717444279,"sbcoastal","reef_carp","kelp","producer","Primary"
2011,64,8,0.114292092686806,0.0390415899725321,0.00477339173415482,-230.328211154769,78.6493338729053,0.00475858659379588,0.121438859039623,0.107268518056391,"sbcoastal","reef_carp","kelp","producer","Primary"
2012,64,8,0.0593981009310112,0.0403711331005605,0.146267303959165,-119.831717072327,81.3680713437829,0.145887452688007,0.0337370331267615,0.0181521465642899,"sbcoastal","reef_carp","kelp","producer","Primary"
2013,64,8,0.00475196954049751,0.040595007666587,0.907192483799867,-9.70351144585578,81.8598858046322,0.906024569863655,0.000220960365150333,-0.0159045080160569,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,72,9,0.221264493568835,0.0534641443642238,0.0000959639686925456,-443.193666690927,107.142234234917,0.0000966578273733675,0.196581266428923,0.185103855949336,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,72,9,0.151178653053841,0.0561728293946355,0.00889508134152522,-302.842223577259,112.626616324118,0.00895333503958406,0.0937709437177766,0.0808248143423164,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,72,9,0.0460136041262125,0.0586058134959628,0.435022450572199,-92.0190497720926,117.563359257065,0.436432249497051,0.00872941788342565,-0.00543159043252528,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,72,9,-0.0334095313668471,0.0577969759600998,0.565085490883602,67.3308602186145,115.998626744201,0.56347831711654,0.00475077370926343,-0.00946707238060407,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,72,9,-0.119217410823391,0.0560366564300351,0.0369038148496101,239.649392839556,112.52169913381,0.0367051259523829,0.0607331619244556,0.0473150642376621,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,72,9,-0.189828558947281,0.0537944433742348,0.000742292864962664,381.564425815857,108.073125994556,0.000737936867030991,0.151023902563966,0.138895672600594,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,72,9,-0.175499975051032,0.0484641138097679,0.000550777075933152,352.803458821422,97.4129491292651,0.000549891315325521,0.157776672485191,0.145744910663551,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,72,9,-0.176709301834013,0.0433976900064195,0.000121056184382721,355.327158490742,87.272826536727,0.000121227255491115,0.191499572688337,0.179949566583884,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,72,9,-0.0793691020344294,0.0427850370098354,0.0677979274480138,159.685686172071,86.083565346856,0.0678064651400648,0.0468574784709049,0.0332411567347749,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,72,9,0.119220752015587,0.0304647941978296,0.000208528586588934,-240.056539177663,61.3256811669633,0.000207779834448713,0.179507904796836,0.167786589151076,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,72,9,0.0984719679675913,0.0313960342697826,0.00250095645492056,-198.440113095738,63.2316649823037,0.0024871304402916,0.123216775083996,0.110691300442339,"sbcoastal","reef_carp","kelp","producer","Primary"
2011,72,9,0.0523753051634464,0.032813931061404,0.114964857182695,-105.669078941072,66.1201253714711,0.114516863285368,0.0351166736591077,0.0213326261399522,"sbcoastal","reef_carp","kelp","producer","Primary"
2012,72,9,0.0205564581945367,0.032638757173649,0.530864503642988,-41.5917013868221,65.7997884282532,0.529384099048106,0.00563478352636534,-0.00857043385182932,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,80,10,0.149233155501126,0.0455032167492835,0.00155487207378579,-298.938906987329,91.211291613586,0.00156547078940383,0.121185107159067,0.109918249558542,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,80,10,0.0753238142649396,0.0477208704413576,0.118515198701972,-150.854411590564,95.7043038244631,0.119014440820119,0.030952681274379,0.0185289977009736,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,80,10,0.00286257016579093,0.0484515884514178,0.953038666569229,-5.51561035943371,97.2182118353949,0.954901908452137,0.0000447488835736349,-0.0127751902333035,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,80,10,-0.0601640314779609,0.0471989371070365,0.206203096456063,120.991469274805,94.7519632264435,0.205415855715554,0.0204061405537135,0.00784724491978672,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,80,10,-0.129284265939655,0.0453181620999458,0.00554568188309252,259.850215439526,91.0216216508419,0.00551413429949683,0.0944820350439623,0.0828728303650388,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,80,10,-0.173849081977752,0.0436068510374029,0.000149796415963219,349.482962553367,87.6280566735545,0.000149004328115814,0.169276685691435,0.158626386790043,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,80,10,-0.150918773314469,0.039603887744256,0.000275030899761231,303.428018266579,79.6236975662074,0.000274966014269891,0.15695252920613,0.146144228298516,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,80,10,-0.0848556806092721,0.0401875460247023,0.0379321554524541,170.731997702754,80.8373312415859,0.0378833236704942,0.0540684565507241,0.0419411290706052,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,80,10,-0.0019316497573752,0.0388531079817569,0.960475209596246,3.98478212700721,78.1919594500503,0.959486454009769,0.0000316881490836032,-0.0127884184131075,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,80,10,0.0648689239783954,0.0266361418627482,0.0171587952534515,-130.718778442846,53.6319262093196,0.0170728126152517,0.0706656165356749,0.0587510731579273,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,80,10,0.0506891644884246,0.026906855440581,0.0633083303453966,-102.269257293336,54.2039153809661,0.0629150184367954,0.0435196912423473,0.0312571231813518,"sbcoastal","reef_carp","kelp","producer","Primary"
2011,80,10,0.0218726512459092,0.0271574359602081,0.423036223803844,-44.2469015024576,54.7358677592266,0.421335596073049,0.0082477204614322,-0.00446705235316469,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,88,11,0.0863450394358965,0.0395065706841864,0.0315640916468439,-172.974010508675,79.2107727418588,0.0317059350279356,0.0526212667566802,0.0416052349747811,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,88,11,0.0344795842749249,0.0404470504410782,0.396325392455685,-69.0025746905747,81.1368839999208,0.397438507287768,0.00837910335364778,-0.00315137218875172,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,88,11,-0.0254781968488801,0.040503633708638,0.530993595745995,51.3076275049817,81.2908937590874,0.529609319374752,0.00457991430695406,-0.00699473785226745,"sbcoastal","reef_carp","kelp","producer","Primary"
2003,88,11,-0.0783953072990982,0.039083360724061,0.0480155519605598,157.563408572006,78.4794856529794,0.0478141654317931,0.0446931310383806,0.0335849116318501,"sbcoastal","reef_carp","kelp","producer","Primary"
2004,88,11,-0.126058750632915,0.0374185979472988,0.00113130799776896,253.376606218899,75.174056403487,0.00112533676548654,0.116583723297476,0.106311441010238,"sbcoastal","reef_carp","kelp","producer","Primary"
2005,88,11,-0.153639896042811,0.0363018555934186,0.0000576497958971366,308.902917196005,72.9668200458389,0.0000573994437431863,0.172378688995245,0.16275518537891,"sbcoastal","reef_carp","kelp","producer","Primary"
2006,88,11,-0.0786725103804946,0.036266046771776,0.0328180223543207,158.285276032225,72.9311102271724,0.0327378670182544,0.0518811860046787,0.0408565486326401,"sbcoastal","reef_carp","kelp","producer","Primary"
2007,88,11,-0.019410040615995,0.0363688242603741,0.594925894848363,39.1862613162675,73.1741647915987,0.593672231122397,0.00330110918837475,-0.0082884127978069,"sbcoastal","reef_carp","kelp","producer","Primary"
2008,88,11,-0.0270327728262502,0.0324143920182364,0.406605895331739,54.4631406185149,65.250251645308,0.406210060338425,0.00802248302863659,-0.00351213926172811,"sbcoastal","reef_carp","kelp","producer","Primary"
2009,88,11,0.0306504284105845,0.0229173610798942,0.184607913748374,-61.8711653604104,46.1556221100086,0.183616447019361,0.0203753527216514,0.00898436845097283,"sbcoastal","reef_carp","kelp","producer","Primary"
2010,88,11,0.0255513096696459,0.022727029628172,0.264026951262209,-51.6667555431347,45.7950210953464,0.262365595711295,0.0144845813326892,0.00302509972027853,"sbcoastal","reef_carp","kelp","producer","Primary"
2000,96,12,0.0500889640334175,0.0341352728538131,0.145614284948958,-100.341006119042,68.4583911240208,0.146061033335195,0.0223930761426988,0.0119930024846423,"sbcoastal","reef_carp","kelp","producer","Primary"
2001,96,12,0.00563477924570675,0.0345231121229128,0.870697508794471,-11.1879704770118,69.2707269914737,0.872037745068672,0.000283323773993812,-0.0103519600156448,"sbcoastal","reef_carp","kelp","producer","Primary"
2002,96,12,-0.0462409432558263,0.0342084624616827,0.179702340475511,92.9438549663777,68.6735899237192,0.179168819213619,0.0190676625637625,0.00863221216550458,"sbcoastal","reef_carp","kelp","producer","Primary"
